kernel,role,model,tiles,ccz_share,raw_setting,raw_period,raw_scale,raw_tiles,factory_tiles,t_rate,ccz_rate,raw_rate,capacity_teq,t_units,ccz_units,makespan_uniform_min_teq,makespan_min_weighted_count,makespan_uniform_oracle,makespan_two_term_descent,makespan_local_sim_greedy,makespan_share_aware_greedy,makespan_proportional_split,makespan_sim_descent,makespan_global_oracle,oracle_exhaustive,best_simple_baseline,makespan_best_simple,headroom_over_uniform_oracle,headroom_over_best_simple,oracle_heterogeneity,oracle_ccz_share_of_demand,regret_sim_descent
and_ladder_s2_l3,decisive,A,200,0.25,,,,,226,1.2727,0.1667,0.0,1.6061,14,1,39,32,32,29,39,39,28,25,25,1,proportional_split,28,0.2188,0.1071,0.5,0.3333,1.0
and_ladder_s2_l3,decisive,A,200,0.5,,,,,171,0.8182,0.1667,0.0,1.1515,9,1,39,42,39,29,39,39,32,29,27,1,two_term_descent,29,0.3077,0.069,0.3333,0.5,1.0741
and_ladder_s2_l3,decisive,A,200,0.75,,,,,199,0.4545,0.3333,0.0,1.1212,5,2,24,24,24,27,24,24,29,24,24,1,uniform_min_teq,24,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,A,400,0.25,,,,,369,2.4545,0.1667,0.0,2.7879,27,1,39,27,27,25,39,39,27,23,23,1,two_term_descent,25,0.1481,0.08,0.5,0.25,1.0
and_ladder_s2_l3,decisive,A,400,0.5,,,,,414,1.6364,0.5,0.0,2.6364,18,3,20,20,20,24,20,20,27,20,20,1,uniform_min_teq,20,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,A,400,0.75,,,,,387,0.8182,0.6667,0.0,2.1515,9,4,19,19,19,19,19,19,26,19,19,1,uniform_min_teq,19,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,A,800,0.25,,,,,821,5.0,0.5,0.0,6.0,55,3,20,26,20,22,20,20,26,20,20,1,uniform_min_teq,20,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,A,800,0.5,,,,,828,3.2727,1.0,0.0,5.2727,36,6,18,18,18,18,18,18,25,18,18,1,uniform_min_teq,18,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,A,800,0.75,,,,,774,1.6364,1.3333,0.0,4.303,18,8,17,17,17,17,17,17,25,17,17,1,uniform_min_teq,17,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,200,0.25,default,2,1.0,2,242,0.9091,0.1667,15.0,1.2424,10,1,42,42,42,36,42,42,34,29,29,1,proportional_split,34,0.3095,0.1471,0.5,0.3333,1.0
and_ladder_s2_l3,decisive,B,200,0.5,default,2,1.0,2,193,0.6364,0.1667,11.0,0.9697,7,1,41,41,41,42,41,41,41,31,31,1,uniform_min_teq,41,0.2439,0.2439,0.3333,0.5,1.0
and_ladder_s2_l3,decisive,B,200,0.75,default,2,1.0,2,222,0.3636,0.3333,8.5,1.0303,4,2,24,24,24,33,24,24,37,24,24,1,uniform_min_teq,24,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,400,0.25,cheap,1,1.0,2,391,2.0909,0.1667,33.0,2.4242,23,1,40,29,29,29,40,40,29,25,25,1,min_weighted_count,29,0.1379,0.1379,0.5,0.25,1.0
and_ladder_s2_l3,decisive,B,400,0.25,default,2,1.0,2,408,1.8182,0.1667,29.0,2.1515,20,1,42,31,31,31,42,42,31,26,26,1,min_weighted_count,31,0.1613,0.1613,0.5,0.25,1.0
and_ladder_s2_l3,decisive,B,400,0.25,expensive,4,1.0,2,413,1.3636,0.1667,22.0,1.697,15,1,44,35,35,35,44,44,32,30,30,1,proportional_split,32,0.1429,0.0625,0.5,0.3333,1.0
and_ladder_s2_l3,decisive,B,400,0.25,free_area,2,1.0,0,369,2.4545,0.1667,38.5,2.7879,27,1,42,29,29,29,42,42,29,25,25,1,min_weighted_count,29,0.1379,0.1379,0.5,0.25,1.0
and_ladder_s2_l3,decisive,B,400,0.25,free_scarce,2,0.5,0,369,1.2546,0.0852,19.5,1.4249,27,1,42,36,36,35,42,42,36,28,28,1,two_term_descent,35,0.2222,0.2,0.5,0.3333,1.0
and_ladder_s2_l3,decisive,B,400,0.25,scarce,2,0.5,2,391,1.0551,0.0841,16.5,1.2234,23,1,42,39,39,36,42,42,39,29,29,1,two_term_descent,36,0.2564,0.1944,0.5,0.3333,1.0
and_ladder_s2_l3,decisive,B,400,0.5,cheap,1,1.0,2,370,1.4545,0.3333,25.0,2.1212,16,2,23,32,23,27,23,23,29,23,23,1,uniform_min_teq,23,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,400,0.5,default,2,1.0,2,386,1.2727,0.3333,22.0,1.9394,14,2,25,25,25,29,25,25,31,25,25,1,uniform_min_teq,25,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,400,0.5,expensive,4,1.0,2,430,1.0909,0.3333,19.25,1.7576,12,2,27,27,27,32,27,27,34,27,27,1,uniform_min_teq,27,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,400,0.5,free_area,2,1.0,0,414,1.6364,0.5,29.0,2.6364,18,3,19,19,19,27,19,19,29,19,19,1,uniform_min_teq,19,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,400,0.5,free_scarce,2,0.5,0,414,0.8312,0.254,14.5,1.3392,18,3,21,21,21,34,21,21,38,21,21,1,uniform_min_teq,21,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,400,0.5,scarce,2,0.5,2,370,0.7426,0.1702,12.5,1.0829,16,2,24,52,24,41,24,24,40,24,24,1,uniform_min_teq,24,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,400,0.75,cheap,1,1.0,2,410,0.7273,0.6667,17.0,2.0606,8,4,19,19,19,19,19,19,29,19,19,1,uniform_min_teq,19,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,400,0.75,default,2,1.0,2,442,0.7273,0.6667,16.5,2.0606,8,4,21,21,21,21,21,21,30,21,21,1,uniform_min_teq,21,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,400,0.75,expensive,4,1.0,2,403,0.6364,0.5,13.75,1.6364,7,3,21,21,21,31,21,21,33,21,21,1,uniform_min_teq,21,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,400,0.75,free_area,2,1.0,0,387,0.8182,0.6667,18.0,2.1515,9,4,20,20,20,20,20,20,30,20,20,1,uniform_min_teq,20,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,400,0.75,free_scarce,2,0.5,0,387,0.4182,0.3408,9.0,1.0998,9,4,20,20,20,37,20,20,46,20,20,1,uniform_min_teq,20,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,400,0.75,scarce,2,0.5,2,410,0.3806,0.3489,8.5,1.0784,8,4,20,20,20,41,20,20,50,20,20,1,uniform_min_teq,20,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,800,0.25,default,2,1.0,2,797,3.5455,0.3333,56.0,4.2121,39,2,24,28,24,26,24,24,28,24,24,1,uniform_min_teq,24,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,800,0.5,default,2,1.0,2,772,2.5455,0.6667,44.0,3.8788,28,4,19,19,19,26,19,19,29,19,19,1,uniform_min_teq,19,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,B,800,0.75,default,2,1.0,2,789,1.3636,1.1667,30.0,3.697,15,7,19,19,19,19,19,19,27,19,19,1,uniform_min_teq,19,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,200,0.25,default,2,1.0,2,246,0.9091,0.1667,15.0,1.2424,10,1,43,38,38,35,43,43,34,29,29,1,proportional_split,34,0.2368,0.1471,0.5,0.3333,1.0
and_ladder_s2_l3,decisive,C,200,0.5,default,2,1.0,2,197,0.6364,0.1667,11.0,0.9697,7,1,41,41,40,41,41,41,35,31,31,1,proportional_split,35,0.225,0.1143,0.3333,0.5,1.0
and_ladder_s2_l3,decisive,C,200,0.75,default,2,1.0,2,230,0.3636,0.3333,8.5,1.0303,4,2,24,24,24,29,24,24,30,24,24,1,uniform_min_teq,24,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,400,0.25,cheap,1,1.0,2,395,2.0909,0.1667,33.0,2.4242,23,1,40,28,28,28,40,40,28,25,25,1,min_weighted_count,28,0.1071,0.1071,0.5,0.25,1.0
and_ladder_s2_l3,decisive,C,400,0.25,default,2,1.0,2,412,1.8182,0.1667,29.0,2.1515,20,1,42,30,30,30,42,42,30,26,26,1,min_weighted_count,30,0.1333,0.1333,0.5,0.25,1.0
and_ladder_s2_l3,decisive,C,400,0.25,expensive,4,1.0,2,438,1.4545,0.1667,23.25,1.7879,16,1,43,34,34,34,43,43,32,30,30,1,proportional_split,32,0.1176,0.0625,0.5,0.3333,1.0
and_ladder_s2_l3,decisive,C,400,0.25,free_area,2,1.0,0,373,2.4545,0.1667,38.5,2.7879,27,1,43,29,29,27,43,43,29,26,26,1,two_term_descent,27,0.1034,0.037,0.5,0.25,1.0
and_ladder_s2_l3,decisive,C,400,0.25,free_scarce,2,0.5,0,373,1.2546,0.0852,19.5,1.4249,27,1,43,34,34,33,43,43,34,28,28,1,two_term_descent,33,0.1765,0.1515,0.5,0.3333,1.0
and_ladder_s2_l3,decisive,C,400,0.25,scarce,2,0.5,2,395,1.0551,0.0841,16.5,1.2234,23,1,43,35,35,35,43,43,35,31,29,1,min_weighted_count,35,0.1714,0.1714,0.5,0.3333,1.069
and_ladder_s2_l3,decisive,C,400,0.5,cheap,1,1.0,2,378,1.4545,0.3333,25.0,2.1212,16,2,23,29,23,27,23,23,28,23,23,1,uniform_min_teq,23,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,400,0.5,default,2,1.0,2,394,1.2727,0.3333,22.0,1.9394,14,2,25,25,25,29,25,25,29,25,25,1,uniform_min_teq,25,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,400,0.5,expensive,4,1.0,2,415,1.0,0.3333,17.75,1.6667,11,2,26,26,26,33,26,26,32,26,26,1,uniform_min_teq,26,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,400,0.5,free_area,2,1.0,0,426,1.6364,0.5,29.0,2.6364,18,3,20,20,20,25,20,20,27,20,20,1,uniform_min_teq,20,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,400,0.5,free_scarce,2,0.5,0,426,0.8312,0.254,14.5,1.3392,18,3,22,22,22,30,22,22,32,22,22,1,uniform_min_teq,22,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,400,0.5,scarce,2,0.5,2,378,0.7426,0.1702,12.5,1.0829,16,2,25,35,25,32,25,25,34,25,25,1,uniform_min_teq,25,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,400,0.75,cheap,1,1.0,2,426,0.7273,0.6667,17.0,2.0606,8,4,20,20,20,26,20,20,26,20,20,1,uniform_min_teq,20,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,400,0.75,default,2,1.0,2,376,0.7273,0.5,15.0,1.7273,8,3,23,23,23,29,23,23,29,23,23,1,uniform_min_teq,23,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,400,0.75,expensive,4,1.0,2,415,0.6364,0.5,13.75,1.6364,7,3,23,23,23,30,23,23,29,23,23,1,uniform_min_teq,23,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,400,0.75,free_area,2,1.0,0,403,0.8182,0.6667,18.0,2.1515,9,4,20,20,20,27,20,20,26,20,20,1,uniform_min_teq,20,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,400,0.75,free_scarce,2,0.5,0,403,0.4182,0.3408,9.0,1.0998,9,4,20,20,20,24,20,20,28,20,20,1,uniform_min_teq,20,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,400,0.75,scarce,2,0.5,2,426,0.3806,0.3489,8.5,1.0784,8,4,20,20,20,24,20,20,28,20,20,1,uniform_min_teq,20,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,800,0.25,default,2,1.0,2,805,3.5455,0.3333,56.0,4.2121,39,2,24,27,24,28,24,24,27,24,24,1,uniform_min_teq,24,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,800,0.5,default,2,1.0,2,788,2.5455,0.6667,44.0,3.8788,28,4,20,20,20,26,20,20,26,20,20,1,uniform_min_teq,20,0.0,0.0,0.0,1.0,1.0
and_ladder_s2_l3,decisive,C,800,0.75,default,2,1.0,2,817,1.3636,1.1667,30.0,3.697,15,7,20,20,20,20,20,20,26,20,20,1,uniform_min_teq,20,0.0,0.0,0.0,1.0,1.0
grover_c16_i2,decisive,A,200,0.25,,,,,226,1.2727,0.1667,0.0,1.6061,14,1,423,264,243,324,264,264,333,231,231,1,uniform_oracle,243,0.0494,0.0494,0.5,0.4118,1.0
grover_c16_i2,decisive,A,200,0.5,,,,,171,0.8182,0.1667,0.0,1.1515,9,1,423,298,258,278,334,334,334,255,255,1,uniform_oracle,258,0.0116,0.0116,0.5,0.4118,1.0
grover_c16_i2,decisive,A,200,0.75,,,,,199,0.4545,0.3333,0.0,1.1212,5,2,221,221,221,241,228,228,228,219,219,1,uniform_min_teq,221,0.009,0.009,0.5,0.7143,1.0
grover_c16_i2,decisive,A,400,0.25,,,,,369,2.4545,0.1667,0.0,2.7879,27,1,423,241,225,265,241,241,333,213,213,1,uniform_oracle,225,0.0533,0.0533,0.5,0.4118,1.0
grover_c16_i2,decisive,A,400,0.5,,,,,414,1.6364,0.5,0.0,2.6364,18,3,187,227,187,195,187,187,333,187,185,1,uniform_min_teq,187,0.0107,0.0107,0.5,0.7297,1.0108
grover_c16_i2,decisive,A,400,0.75,,,,,387,0.8182,0.6667,0.0,2.1515,9,4,181,181,181,189,181,181,228,169,169,1,uniform_min_teq,181,0.0663,0.0663,0.25,1.0,1.0
grover_c16_i2,decisive,A,800,0.25,,,,,821,5.0,0.5,0.0,6.0,55,3,187,234,187,237,194,194,333,174,174,1,uniform_min_teq,187,0.0695,0.0695,0.5,0.7297,1.0
grover_c16_i2,decisive,A,800,0.5,,,,,828,3.2727,1.0,0.0,5.2727,36,6,176,216,152,152,152,152,333,152,152,1,uniform_oracle,152,0.0,0.0,0.0,1.0,1.0
grover_c16_i2,decisive,A,800,0.75,,,,,774,1.6364,1.3333,0.0,4.303,18,8,174,174,150,150,150,150,228,150,150,1,uniform_oracle,150,0.0,0.0,0.0,1.0,1.0
grover_c16_i2,decisive,B,200,0.25,default,2,1.0,2,242,0.9091,0.1667,15.0,1.2424,10,1,426,299,260,280,299,299,337,251,251,1,uniform_oracle,260,0.0346,0.0346,0.5,0.4118,1.0
grover_c16_i2,decisive,B,200,0.5,default,2,1.0,2,193,0.6364,0.1667,11.0,0.9697,7,1,425,283,283,283,312,312,357,283,278,1,min_weighted_count,283,0.0177,0.0177,0.5,0.4118,1.018
grover_c16_i2,decisive,B,200,0.75,default,2,1.0,2,222,0.3636,0.3333,8.5,1.0303,4,2,223,223,223,243,230,230,230,221,221,1,uniform_min_teq,223,0.009,0.009,0.5,0.7143,1.0
grover_c16_i2,decisive,B,400,0.25,cheap,1,1.0,2,391,2.0909,0.1667,33.0,2.4242,23,1,424,256,244,302,256,256,335,218,218,1,uniform_oracle,244,0.1066,0.1066,0.5,0.4118,1.0
grover_c16_i2,decisive,B,400,0.25,default,2,1.0,2,408,1.8182,0.1667,29.0,2.1515,20,1,426,261,246,269,261,261,336,222,222,1,uniform_oracle,246,0.0976,0.0976,0.5,0.4118,1.0
grover_c16_i2,decisive,B,400,0.25,expensive,4,1.0,2,413,1.3636,0.1667,22.0,1.697,15,1,428,276,248,332,276,276,338,233,233,1,uniform_oracle,248,0.0605,0.0605,0.5,0.4118,1.0
grover_c16_i2,decisive,B,400,0.25,free_area,2,1.0,0,369,2.4545,0.1667,38.5,2.7879,27,1,426,252,246,290,252,252,335,216,216,1,uniform_oracle,246,0.122,0.122,0.5,0.4118,1.0
grover_c16_i2,decisive,B,400,0.25,free_scarce,2,0.5,0,369,1.2546,0.0852,19.5,1.4249,27,1,426,279,246,256,279,279,336,236,236,1,uniform_oracle,246,0.0407,0.0407,0.5,0.4118,1.0
grover_c16_i2,decisive,B,400,0.25,scarce,2,0.5,2,391,1.0551,0.0841,16.5,1.2234,23,1,426,291,251,265,291,291,337,245,245,1,uniform_oracle,251,0.0239,0.0239,0.5,0.4118,1.0
grover_c16_i2,decisive,B,400,0.5,cheap,1,1.0,2,370,1.4545,0.3333,25.0,2.1212,16,2,222,267,222,281,229,229,335,220,207,1,uniform_min_teq,222,0.0676,0.0676,0.25,0.6471,1.0628
grover_c16_i2,decisive,B,400,0.5,default,2,1.0,2,386,1.2727,0.3333,22.0,1.9394,14,2,224,242,224,297,231,231,337,213,213,1,uniform_min_teq,224,0.0491,0.0491,0.25,0.6471,1.0
grover_c16_i2,decisive,B,400,0.5,expensive,4,1.0,2,430,1.0909,0.3333,19.25,1.7576,12,2,226,244,226,318,233,233,339,223,223,1,uniform_min_teq,226,0.0133,0.0133,0.25,0.6471,1.0
grover_c16_i2,decisive,B,400,0.5,free_area,2,1.0,0,414,1.6364,0.5,29.0,2.6364,18,3,188,228,188,275,188,188,336,188,188,1,uniform_min_teq,188,0.0,0.0,0.0,1.0,1.0
grover_c16_i2,decisive,B,400,0.5,free_scarce,2,0.5,0,414,0.8312,0.254,14.5,1.3392,18,3,190,230,190,244,190,190,345,190,190,1,uniform_min_teq,190,0.0,0.0,0.0,1.0,1.0
grover_c16_i2,decisive,B,400,0.5,scarce,2,0.5,2,370,0.7426,0.1702,12.5,1.0829,16,2,224,325,224,242,231,231,354,222,222,1,uniform_min_teq,224,0.0089,0.0089,0.5,0.7143,1.0
grover_c16_i2,decisive,B,400,0.75,cheap,1,1.0,2,410,0.7273,0.6667,17.0,2.0606,8,4,180,180,180,190,180,180,229,168,168,1,uniform_min_teq,180,0.0667,0.0667,0.25,1.0,1.0
grover_c16_i2,decisive,B,400,0.75,default,2,1.0,2,442,0.7273,0.6667,16.5,2.0606,8,4,182,182,182,192,182,182,231,170,170,1,uniform_min_teq,182,0.0659,0.0659,0.25,1.0,1.0
grover_c16_i2,decisive,B,400,0.75,expensive,4,1.0,2,403,0.6364,0.5,13.75,1.6364,7,3,190,190,190,249,190,190,232,190,190,1,uniform_min_teq,190,0.0,0.0,0.0,1.0,1.0
grover_c16_i2,decisive,B,400,0.75,free_area,2,1.0,0,387,0.8182,0.6667,18.0,2.1515,9,4,182,182,182,192,182,182,231,170,170,1,uniform_min_teq,182,0.0659,0.0659,0.25,1.0,1.0
grover_c16_i2,decisive,B,400,0.75,free_scarce,2,0.5,0,387,0.4182,0.3408,9.0,1.0998,9,4,184,184,184,292,184,184,230,172,172,1,uniform_min_teq,184,0.0652,0.0652,0.25,1.0,1.0
grover_c16_i2,decisive,B,400,0.75,scarce,2,0.5,2,410,0.3806,0.3489,8.5,1.0784,8,4,184,184,184,299,184,184,230,172,172,1,uniform_min_teq,184,0.0652,0.0652,0.25,1.0,1.0
grover_c16_i2,decisive,B,800,0.25,default,2,1.0,2,797,3.5455,0.3333,56.0,4.2121,39,2,223,248,208,242,208,208,335,192,192,1,uniform_oracle,208,0.0769,0.0769,0.25,0.6471,1.0
grover_c16_i2,decisive,B,800,0.5,default,2,1.0,2,772,2.5455,0.6667,44.0,3.8788,28,4,182,222,182,192,182,182,335,170,170,1,uniform_min_teq,182,0.0659,0.0659,0.25,1.0,1.0
grover_c16_i2,decisive,B,800,0.75,default,2,1.0,2,789,1.3636,1.1667,30.0,3.697,15,7,178,178,154,154,154,154,231,154,154,1,uniform_oracle,154,0.0,0.0,0.0,1.0,1.0
grover_c16_i2,decisive,C,200,0.25,default,2,1.0,2,246,0.9091,0.1667,15.0,1.2424,10,1,427,285,285,283,285,285,334,247,247,1,two_term_descent,283,0.1333,0.1272,0.5,0.4118,1.0
grover_c16_i2,decisive,C,200,0.5,default,2,1.0,2,197,0.6364,0.1667,11.0,0.9697,7,1,425,283,283,283,304,304,347,268,268,1,min_weighted_count,283,0.053,0.053,0.5,0.4118,1.0
grover_c16_i2,decisive,C,200,0.75,default,2,1.0,2,230,0.3636,0.3333,8.5,1.0303,4,2,223,223,223,243,230,230,230,220,220,1,uniform_min_teq,223,0.0135,0.0135,0.25,0.6471,1.0
grover_c16_i2,decisive,C,400,0.25,cheap,1,1.0,2,395,2.0909,0.1667,33.0,2.4242,23,1,424,252,252,298,252,252,333,220,220,1,min_weighted_count,252,0.127,0.127,0.5,0.4118,1.0
grover_c16_i2,decisive,C,400,0.25,default,2,1.0,2,412,1.8182,0.1667,29.0,2.1515,20,1,426,257,257,272,257,257,334,222,222,1,min_weighted_count,257,0.1362,0.1362,0.5,0.4118,1.0
grover_c16_i2,decisive,C,400,0.25,expensive,4,1.0,2,438,1.4545,0.1667,23.25,1.7879,16,1,427,267,265,324,267,267,336,229,229,1,uniform_oracle,265,0.1358,0.1358,0.5,0.4118,1.0
grover_c16_i2,decisive,C,400,0.25,free_area,2,1.0,0,373,2.4545,0.1667,38.5,2.7879,27,1,427,250,250,291,250,250,333,223,223,1,min_weighted_count,250,0.108,0.108,0.5,0.4118,1.0
grover_c16_i2,decisive,C,400,0.25,free_scarce,2,0.5,0,373,1.2546,0.0852,19.5,1.4249,27,1,427,272,271,252,272,272,334,232,232,1,two_term_descent,252,0.1439,0.0794,0.5,0.4118,1.0
grover_c16_i2,decisive,C,400,0.25,scarce,2,0.5,2,395,1.0551,0.0841,16.5,1.2234,23,1,427,281,277,259,281,281,334,239,239,1,two_term_descent,259,0.1372,0.0772,0.5,0.4118,1.0
grover_c16_i2,decisive,C,400,0.5,cheap,1,1.0,2,378,1.4545,0.3333,25.0,2.1212,16,2,222,255,215,281,229,229,331,200,200,1,uniform_oracle,215,0.0698,0.0698,0.25,0.6471,1.0
grover_c16_i2,decisive,C,400,0.5,default,2,1.0,2,394,1.2727,0.3333,22.0,1.9394,14,2,224,242,224,281,231,231,333,219,210,1,uniform_min_teq,224,0.0625,0.0625,0.25,0.6471,1.0429
grover_c16_i2,decisive,C,400,0.5,expensive,4,1.0,2,415,1.0,0.3333,17.75,1.6667,11,2,225,243,225,245,232,232,334,220,220,1,uniform_min_teq,225,0.0222,0.0222,0.25,0.6471,1.0
grover_c16_i2,decisive,C,400,0.5,free_area,2,1.0,0,426,1.6364,0.5,29.0,2.6364,18,3,189,229,189,260,189,189,334,189,189,1,uniform_min_teq,189,0.0,0.0,0.0,1.0,1.0
grover_c16_i2,decisive,C,400,0.5,free_scarce,2,0.5,0,426,0.8312,0.254,14.5,1.3392,18,3,190,230,190,225,190,190,338,190,190,1,uniform_min_teq,190,0.0,0.0,0.0,1.0,1.0
grover_c16_i2,decisive,C,400,0.5,scarce,2,0.5,2,378,0.7426,0.1702,12.5,1.0829,16,2,225,277,225,243,232,232,348,222,222,1,uniform_min_teq,225,0.0133,0.0133,0.25,0.6471,1.0
grover_c16_i2,decisive,C,400,0.75,cheap,1,1.0,2,426,0.7273,0.6667,17.0,2.0606,8,4,181,181,181,190,181,181,229,169,169,1,uniform_min_teq,181,0.0663,0.0663,0.25,1.0,1.0
grover_c16_i2,decisive,C,400,0.75,default,2,1.0,2,376,0.7273,0.5,15.0,1.7273,8,3,192,192,192,232,192,192,232,192,192,1,uniform_min_teq,192,0.0,0.0,0.0,1.0,1.0
grover_c16_i2,decisive,C,400,0.75,expensive,4,1.0,2,415,0.6364,0.5,13.75,1.6364,7,3,192,192,192,232,192,192,232,192,192,1,uniform_min_teq,192,0.0,0.0,0.0,1.0,1.0
grover_c16_i2,decisive,C,400,0.75,free_area,2,1.0,0,403,0.8182,0.6667,18.0,2.1515,9,4,184,184,184,193,184,184,232,172,172,1,uniform_min_teq,184,0.0652,0.0652,0.25,1.0,1.0
grover_c16_i2,decisive,C,400,0.75,free_scarce,2,0.5,0,403,0.4182,0.3408,9.0,1.0998,9,4,185,185,185,209,185,185,230,173,173,1,uniform_min_teq,185,0.0649,0.0649,0.25,1.0,1.0
grover_c16_i2,decisive,C,400,0.75,scarce,2,0.5,2,426,0.3806,0.3489,8.5,1.0784,8,4,183,183,183,208,183,183,230,171,171,1,uniform_min_teq,183,0.0656,0.0656,0.25,1.0,1.0
grover_c16_i2,decisive,C,800,0.25,default,2,1.0,2,805,3.5455,0.3333,56.0,4.2121,39,2,223,245,204,241,204,204,332,191,191,1,uniform_oracle,204,0.0637,0.0637,0.25,0.6471,1.0
grover_c16_i2,decisive,C,800,0.5,default,2,1.0,2,788,2.5455,0.6667,44.0,3.8788,28,4,183,223,181,193,183,183,333,171,171,1,uniform_oracle,181,0.0552,0.0552,0.25,1.0,1.0
grover_c16_i2,decisive,C,800,0.75,default,2,1.0,2,817,1.3636,1.1667,30.0,3.697,15,7,179,179,155,155,155,155,232,155,155,1,uniform_oracle,155,0.0,0.0,0.0,1.0,1.0
mixed_w32_c16_l2,decisive,A,200,0.25,,,,,226,1.2727,0.1667,0.0,1.6061,14,1,795,386,312,312,356,459,386,291,291,1,uniform_oracle,312,0.0673,0.0673,0.3333,0.1606,1.0
mixed_w32_c16_l2,decisive,A,200,0.5,,,,,171,0.8182,0.1667,0.0,1.1515,9,1,795,559,406,498,406,459,399,363,363,1,proportional_split,399,0.1059,0.0902,0.3333,0.2584,1.0
mixed_w32_c16_l2,decisive,A,200,0.75,,,,,199,0.4545,0.3333,0.0,1.1212,5,2,402,402,393,393,402,402,503,321,321,1,uniform_oracle,393,0.1832,0.1832,0.3333,0.6599,1.0
mixed_w32_c16_l2,decisive,A,400,0.25,,,,,369,2.4545,0.1667,0.0,2.7879,27,1,795,298,271,320,348,326,330,270,265,1,uniform_oracle,271,0.0221,0.0221,0.3333,0.1059,1.0189
mixed_w32_c16_l2,decisive,A,400,0.5,,,,,414,1.6364,0.5,0.0,2.6364,18,3,271,275,217,275,271,271,329,237,217,1,uniform_oracle,217,0.0,0.0,0.0,0.6296,1.0922
mixed_w32_c16_l2,decisive,A,400,0.75,,,,,387,0.8182,0.6667,0.0,2.1515,9,4,210,210,210,230,210,213,330,230,207,1,uniform_min_teq,210,0.0143,0.0143,0.1667,0.7959,1.1111
mixed_w32_c16_l2,decisive,A,800,0.25,,,,,821,5.0,0.5,0.0,6.0,55,3,271,284,195,215,209,229,329,198,179,1,uniform_oracle,195,0.0821,0.0821,0.3333,0.2886,1.1061
mixed_w32_c16_l2,decisive,A,800,0.5,,,,,828,3.2727,1.0,0.0,5.2727,36,6,184,204,171,254,192,171,329,192,171,1,uniform_oracle,171,0.0,0.0,0.1667,0.5683,1.1228
mixed_w32_c16_l2,decisive,A,800,0.75,,,,,774,1.6364,1.3333,0.0,4.303,18,8,183,183,175,246,192,183,329,190,169,1,uniform_oracle,175,0.0343,0.0343,0.1667,0.781,1.1243
mixed_w32_c16_l2,decisive,B,200,0.25,default,2,1.0,2,242,0.9091,0.1667,15.0,1.2424,10,1,798,508,393,489,399,462,402,366,366,1,uniform_oracle,393,0.0687,0.0687,0.3333,0.2584,1.0
mixed_w32_c16_l2,decisive,B,200,0.5,default,2,1.0,2,193,0.6364,0.1667,11.0,0.9697,7,1,797,645,457,459,465,797,401,401,401,0,proportional_split,401,0.1225,0.0,0.5,0.3708,1.0
