program,kernel,regime,rate,model,description,makespan,reference,regret,reference_exhaustive,prediction_error_mean,prediction_error_max,selected_best_candidate
toffoli_ladder_n3_l4,toffoli,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,107,107,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate0.5,0.5,t_count_only,T-count and average supply rate,107,107,1.0,0,0.0065,0.0093,1
toffoli_ladder_n3_l4,toffoli,rate1,1.0,deps_only,dependencies only (what T-depth sees),96,60,1.6,0,0.6766,0.7812,0
toffoli_ladder_n3_l4,toffoli,rate1,1.0,deps_plus_count,dependencies + T-count,60,60,1.0,0,0.024,0.0333,1
toffoli_ladder_n3_l4,toffoli,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,60,60,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate1,1.0,sccp,dependencies + arrival timing + buffer,60,60,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,60,60,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate1,1.0,t_count_only,T-count and average supply rate,60,60,1.0,0,0.024,0.0333,1
toffoli_ladder_n3_l4,toffoli,rate2,2.0,deps_only,dependencies only (what T-depth sees),54,38,1.4211,0,0.4474,0.6111,0
toffoli_ladder_n3_l4,toffoli,rate2,2.0,deps_plus_count,dependencies + T-count,38,38,1.0,0,0.0541,0.1053,1
toffoli_ladder_n3_l4,toffoli,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,38,38,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate2,2.0,sccp,dependencies + arrival timing + buffer,38,38,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,38,38,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate2,2.0,t_count_only,T-count and average supply rate,38,38,1.0,0,0.0541,0.1053,1
toffoli_ladder_n3_l4,toffoli,rate4,4.0,deps_only,dependencies only (what T-depth sees),33,33,1.0,0,0.2635,0.3636,1
toffoli_ladder_n3_l4,toffoli,rate4,4.0,deps_plus_count,dependencies + T-count,32,33,0.9697,0,0.1607,0.2143,0
toffoli_ladder_n3_l4,toffoli,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,33,33,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate4,4.0,sccp,dependencies + arrival timing + buffer,33,33,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,33,33,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate4,4.0,t_count_only,T-count and average supply rate,34,33,1.0303,0,0.2094,0.3529,0
toffoli_ladder_n3_l4,toffoli,rate8,8.0,deps_only,dependencies only (what T-depth sees),30,30,1.0,0,0.2157,0.3,1
toffoli_ladder_n3_l4,toffoli,rate8,8.0,deps_plus_count,dependencies + T-count,30,30,1.0,0,0.2157,0.3,1
toffoli_ladder_n3_l4,toffoli,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,30,30,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate8,8.0,sccp,dependencies + arrival timing + buffer,30,30,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,30,30,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate8,8.0,t_count_only,T-count and average supply rate,33,30,1.1,0,0.4291,0.5152,0
trotter_t2_l2_b32,trotter,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),2562,1282,1.9984,1,0.9569,0.9906,0
trotter_t2_l2_b32,trotter,rate0.1,0.1,deps_plus_count,dependencies + T-count,1282,1282,1.0,1,0.0044,0.0062,1
trotter_t2_l2_b32,trotter,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,1282,1282,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,1282,1282,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,1282,1282,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate0.1,0.1,t_count_only,T-count and average supply rate,1282,1282,1.0,1,0.0044,0.0062,1
trotter_t2_l2_b32,trotter,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),1287,647,1.9892,1,0.9145,0.9814,0
trotter_t2_l2_b32,trotter,rate0.2,0.2,deps_plus_count,dependencies + T-count,647,647,1.0,1,0.0033,0.0046,1
trotter_t2_l2_b32,trotter,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,647,647,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,647,647,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,647,647,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate0.2,0.2,t_count_only,T-count and average supply rate,647,647,1.0,1,0.0033,0.0046,1
trotter_t2_l2_b32,trotter,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),522,266,1.9624,1,0.7911,0.954,0
trotter_t2_l2_b32,trotter,rate0.5,0.5,deps_plus_count,dependencies + T-count,266,266,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,266,266,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,266,266,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,266,266,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate0.5,0.5,t_count_only,T-count and average supply rate,266,266,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate1,1.0,deps_only,dependencies only (what T-depth sees),267,143,1.8671,1,0.6031,0.9101,0
trotter_t2_l2_b32,trotter,rate1,1.0,deps_plus_count,dependencies + T-count,143,143,1.0,1,0.0107,0.035,1
trotter_t2_l2_b32,trotter,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,143,143,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate1,1.0,sccp,dependencies + arrival timing + buffer,143,143,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,143,143,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate1,1.0,t_count_only,T-count and average supply rate,143,143,1.0,1,0.0107,0.035,1
trotter_t2_l2_b32,trotter,rate2,2.0,deps_only,dependencies only (what T-depth sees),139,95,1.4632,1,0.4254,0.8273,0
trotter_t2_l2_b32,trotter,rate2,2.0,deps_plus_count,dependencies + T-count,112,95,1.1789,1,0.0239,0.0526,1
trotter_t2_l2_b32,trotter,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,120,95,1.2632,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate2,2.0,sccp,dependencies + arrival timing + buffer,95,95,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,95,95,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate2,2.0,t_count_only,T-count and average supply rate,142,95,1.4947,1,0.1112,0.4789,0
trotter_t2_l2_b32,trotter,rate4,4.0,deps_only,dependencies only (what T-depth sees),75,63,1.1905,1,0.272,0.68,0
trotter_t2_l2_b32,trotter,rate4,4.0,deps_plus_count,dependencies + T-count,80,63,1.2698,1,0.0427,0.0794,1
trotter_t2_l2_b32,trotter,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,80,63,1.2698,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate4,4.0,sccp,dependencies + arrival timing + buffer,63,63,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,63,63,1.0,1,0.0,0.0,1
trotter_t2_l2_b32,trotter,rate4,4.0,t_count_only,T-count and average supply rate,142,63,2.254,1,0.256,0.7042,0
trotter_t2_l2_b32,trotter,rate8,8.0,deps_only,dependencies only (what T-depth sees),45,43,1.0465,1,0.1665,0.4667,0
trotter_t2_l2_b32,trotter,rate8,8.0,deps_plus_count,dependencies + T-count,52,43,1.2093,1,0.0772,0.1163,1
trotter_t2_l2_b32,trotter,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,43,43,1.0,1,0.0089,0.0444,1
trotter_t2_l2_b32,trotter,rate8,8.0,sccp,dependencies + arrival timing + buffer,43,43,1.0,1,0.0089,0.0444,1
trotter_t2_l2_b32,trotter,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,43,43,1.0,1,0.0089,0.0444,1
trotter_t2_l2_b32,trotter,rate8,8.0,t_count_only,T-count and average supply rate,142,43,3.3023,1,0.4265,0.8169,0
trotter_t4_l2_b32,trotter,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),5122,2562,1.9992,0,0.9784,0.9953,0
trotter_t4_l2_b32,trotter,rate0.1,0.1,deps_plus_count,dependencies + T-count,2562,2562,1.0,0,0.0022,0.0031,1
trotter_t4_l2_b32,trotter,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,2562,2562,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,2562,2562,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,2562,2562,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate0.1,0.1,t_count_only,T-count and average supply rate,2562,2562,1.0,0,0.0022,0.0031,1
trotter_t4_l2_b32,trotter,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),2567,1287,1.9946,0,0.957,0.9907,0
trotter_t4_l2_b32,trotter,rate0.2,0.2,deps_plus_count,dependencies + T-count,1287,1287,1.0,0,0.0017,0.0023,1
trotter_t4_l2_b32,trotter,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,1287,1287,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,1287,1287,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,1287,1287,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate0.2,0.2,t_count_only,T-count and average supply rate,1287,1287,1.0,0,0.0017,0.0023,1
trotter_t4_l2_b32,trotter,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),1034,522,1.9808,0,0.8938,0.9768,0
trotter_t4_l2_b32,trotter,rate0.5,0.5,deps_plus_count,dependencies + T-count,522,522,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,522,522,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,522,522,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,522,522,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate0.5,0.5,t_count_only,T-count and average supply rate,522,522,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate1,1.0,deps_only,dependencies only (what T-depth sees),523,267,1.9588,0,0.7917,0.9541,0
trotter_t4_l2_b32,trotter,rate1,1.0,deps_plus_count,dependencies + T-count,267,267,1.0,0,0.0027,0.0037,1
trotter_t4_l2_b32,trotter,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,267,267,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate1,1.0,sccp,dependencies + arrival timing + buffer,267,267,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,267,267,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate1,1.0,t_count_only,T-count and average supply rate,267,267,1.0,0,0.0027,0.0037,1
trotter_t4_l2_b32,trotter,rate2,2.0,deps_only,dependencies only (what T-depth sees),267,143,1.8671,0,0.6031,0.9101,0
trotter_t4_l2_b32,trotter,rate2,2.0,deps_plus_count,dependencies + T-count,143,143,1.0,0,0.0107,0.035,1
trotter_t4_l2_b32,trotter,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,143,143,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate2,2.0,sccp,dependencies + arrival timing + buffer,143,143,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,143,143,1.0,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate2,2.0,t_count_only,T-count and average supply rate,143,143,1.0,0,0.0107,0.035,1
trotter_t4_l2_b32,trotter,rate4,4.0,deps_only,dependencies only (what T-depth sees),139,95,1.4632,0,0.4254,0.8273,0
trotter_t4_l2_b32,trotter,rate4,4.0,deps_plus_count,dependencies + T-count,124,95,1.3053,0,0.0239,0.0526,1
trotter_t4_l2_b32,trotter,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,128,95,1.3474,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate4,4.0,sccp,dependencies + arrival timing + buffer,96,95,1.0105,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,96,95,1.0105,0,0.0,0.0,1
trotter_t4_l2_b32,trotter,rate4,4.0,t_count_only,T-count and average supply rate,142,95,1.4947,0,0.1112,0.4789,0
trotter_t4_l2_b32,trotter,rate8,8.0,deps_only,dependencies only (what T-depth sees),77,63,1.2222,0,0.2768,0.6883,0
trotter_t4_l2_b32,trotter,rate8,8.0,deps_plus_count,dependencies + T-count,84,63,1.3333,0,0.0536,0.0794,1
trotter_t4_l2_b32,trotter,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,84,63,1.3333,0,0.011,0.029,1
trotter_t4_l2_b32,trotter,rate8,8.0,sccp,dependencies + arrival timing + buffer,65,63,1.0317,0,0.011,0.029,1
trotter_t4_l2_b32,trotter,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,65,63,1.0317,0,0.011,0.029,1
trotter_t4_l2_b32,trotter,rate8,8.0,t_count_only,T-count and average supply rate,142,63,2.254,0,0.2668,0.7042,0
trotter_t8_l2_b32,trotter,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),10242,5122,1.9996,0,0.9892,0.9977,0
trotter_t8_l2_b32,trotter,rate0.1,0.1,deps_plus_count,dependencies + T-count,5122,5122,1.0,0,0.0011,0.0016,1
trotter_t8_l2_b32,trotter,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,5122,5122,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,5122,5122,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,5122,5122,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate0.1,0.1,t_count_only,T-count and average supply rate,5122,5122,1.0,0,0.0011,0.0016,1
trotter_t8_l2_b32,trotter,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),5127,2567,1.9973,0,0.9785,0.9953,0
trotter_t8_l2_b32,trotter,rate0.2,0.2,deps_plus_count,dependencies + T-count,2567,2567,1.0,0,0.0008,0.0012,1
trotter_t8_l2_b32,trotter,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,2567,2567,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,2567,2567,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,2567,2567,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate0.2,0.2,t_count_only,T-count and average supply rate,2567,2567,1.0,0,0.0008,0.0012,1
trotter_t8_l2_b32,trotter,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),2058,1034,1.9903,0,0.9465,0.9883,0
trotter_t8_l2_b32,trotter,rate0.5,0.5,deps_plus_count,dependencies + T-count,1034,1034,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,1034,1034,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,1034,1034,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,1034,1034,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate0.5,0.5,t_count_only,T-count and average supply rate,1034,1034,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate1,1.0,deps_only,dependencies only (what T-depth sees),1035,523,1.979,0,0.894,0.9768,0
trotter_t8_l2_b32,trotter,rate1,1.0,deps_plus_count,dependencies + T-count,523,523,1.0,0,0.0014,0.0019,1
trotter_t8_l2_b32,trotter,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,523,523,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate1,1.0,sccp,dependencies + arrival timing + buffer,523,523,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,523,523,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate1,1.0,t_count_only,T-count and average supply rate,523,523,1.0,0,0.0014,0.0019,1
trotter_t8_l2_b32,trotter,rate2,2.0,deps_only,dependencies only (what T-depth sees),523,267,1.9588,0,0.7917,0.9541,0
trotter_t8_l2_b32,trotter,rate2,2.0,deps_plus_count,dependencies + T-count,267,267,1.0,0,0.0027,0.0037,1
trotter_t8_l2_b32,trotter,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,267,267,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate2,2.0,sccp,dependencies + arrival timing + buffer,267,267,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,267,267,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate2,2.0,t_count_only,T-count and average supply rate,267,267,1.0,0,0.0027,0.0037,1
trotter_t8_l2_b32,trotter,rate4,4.0,deps_only,dependencies only (what T-depth sees),267,143,1.8671,0,0.6031,0.9101,0
trotter_t8_l2_b32,trotter,rate4,4.0,deps_plus_count,dependencies + T-count,143,143,1.0,0,0.0107,0.035,1
trotter_t8_l2_b32,trotter,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,143,143,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate4,4.0,sccp,dependencies + arrival timing + buffer,143,143,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,143,143,1.0,0,0.0,0.0,1
trotter_t8_l2_b32,trotter,rate4,4.0,t_count_only,T-count and average supply rate,143,143,1.0,0,0.0107,0.035,1
trotter_t8_l2_b32,trotter,rate8,8.0,deps_only,dependencies only (what T-depth sees),141,95,1.4842,0,0.4288,0.8298,0
trotter_t8_l2_b32,trotter,rate8,8.0,deps_plus_count,dependencies + T-count,130,95,1.3684,0,0.0335,0.0526,1
trotter_t8_l2_b32,trotter,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,134,95,1.4105,0,0.0097,0.0183,1
trotter_t8_l2_b32,trotter,rate8,8.0,sccp,dependencies + arrival timing + buffer,125,95,1.3158,0,0.0097,0.0183,1
trotter_t8_l2_b32,trotter,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,125,95,1.3158,0,0.0097,0.0183,1
trotter_t8_l2_b32,trotter,rate8,8.0,t_count_only,T-count and average supply rate,142,95,1.4947,0,0.1209,0.4789,0
